prompt,greedy_search,beam_search,top_k,top_p,greedy_bert_score,beam_bert_score,top_k_bert_score,top_p_bert_score,greedy_bleu,beam_bleu,top_k_bleu,top_p_bleu
"Deirdre: Hi Beth, how are you love?
Beth: Hi Auntie Deirdre, I'm been meaning to message you, had a favour to ask.
Deirdre: Wondered if you had any thought about your Mum's 40th, we've got to do something special!
Beth: How about a girls weekend, just mum, me, you and the girls, Kira will have to come back from Uni, of course.
Deirdre: Sounds fab! Get your thinking cap on, it's only in 6 weeks! Bet she's dreading it, I remember doing that!
Beth: Oh yeah, we had a surprise party for you, you nearly had a heart attack! 
Deirdre: Well, it was a lovely surprise! Gosh, thats nearly 4 years ago now, time flies! What was the favour, darling?
Beth: Oh, it was just that I fancied trying a bit of work experience in the salon, auntie.
Deirdre: Well, I am looking for Saturday girls, are you sure about it? you could do well in the exams and go on to college or 6th form.
Beth: I know, but it's not for me, auntie, I am doing all foundation papers and I'm struggling with those.
Deirdre: What about a tutor? Kira could help you in the hols.
Beth: Maybe, but I'd like to try working. I'm 16 soon, I'm old enough.
Deirdre: I know. Look, pop in tomorrow after school and we'll have a cuppa and a chat.
Beth: Yes, thanks auntie. I'd really like to try the beauty therapy side.
Deirdre: Its not for the squeamish, mind. Massage, pedicures, not to mention waxing!
Beth: Oh yes, I was chatting to a friend about it yesterday!
Deirdre: Maxine manages the beauty side, you can meet her tomorrow and we'll see how it goes.
Beth: Yes, I'd really like that. 
Deirdre: We can try a few hours on a Saturday for a couple of weeks as work experience. I'll give you a tenner or so per session to start off for your lunch, coffee and bus fare etc. If you like, we'll take it from there.
Beth: OK, I like the sound of it! See you tomorrow Auntie! Love you!
Deirdre: Bye, lovely girl! Xx",Beth and Deirdre are planning a girls weekend for Beth's mum's 40th birthday in 6 weeks. Beth would like to try working in a beauty salon. Maxine manages the beauty side of the salon. Beth will meet her tomorrow and they will see how it goes. ,"Beth and Deirdre are planning a girls weekend for Beth's mum's 40th birthday in 6 weeks. Beth wants to do a work experience in a beauty salon. Maxine manages the beauty side, Beth will meet her tomorrow and they will see how it goes. ",Beth wants to do a girls weekend for her mum's 40th birthday in 6 weeks. Deirdre suggests a work experience in the salon. Maxine manages the beauty side. Beth will meet her tomorrow and they will see how it goes. Beth is 16 soon and wants to try working in a beauty salon.,Beth and Deirdre are planning a girls weekend for Beth's mum's 40th birthday. Beth wants to work in the salon as a work experience for a few hours on a Saturday for a couple of weeks. Maxine manages the beauty side. Beth will meet her tomorrow and they will see how it goes.,0.905340850353241,0.904770016670227,0.912981390953064,0.9156887531280518,0.0,0.0,0.0,0.1185418301875908
"Gloria: This exam is a bit of a lottery in fact
Gloria: You can't really get prepared, it's all about experience
Emma: But there are some rules and some typical texts right?
Gloria: You can see some texts from previous years
Gloria: <file_other>
Emma: Wow that's very useful
Emma: I have never seen this site
Gloria: Yes it's very good
Gloria: Actually it's good to read all the texts because you will see that some phrases repeat very often
Emma: How much time do you have for all 4 parts?
Gloria: 4 hours
Emma: Is it enough?
Gloria: Well it has to be
Gloria: Would be perfect to have 2 more hours... But on the other hand it would be really exhausting
Emma: 4 hours and no breaks?
Gloria: No breaks :/ So it's really important to be really focused and try to write as fast as you can
Gloria: And read it carefully and correct during the last hour
Emma: I'm going to read everything from that website, it's great",Gloria has 4 hours for all 4 parts of the exam. She sends Emma a link to a website with texts from previous years. Emma is going to read the texts from the website. She's going to take the exam in 4 hours with no breaks. ,Gloria and Emma have 4 hours for all 4 parts of the exam. They have to read all the texts and write as fast as they can during the last hour. Emma will read everything from the website that Gloria has sent her and will do the same. ,Gloria has 4 hours for all 4 parts of the exam. She sends Emma a link to a website where she can see some texts from previous years. Emma is going to read everything from the website and prepare herself for the exam she has to take.,"Gloria has 4 hours for all 4 parts of the exam. It's important to be focused and to write as fast as possible. Emma is going to read everything from the website she found to prepare for the exam, which is useful for her. ",0.9140551686286926,0.8890609741210938,0.9283453226089478,0.9031054377555847,0.1840040987758381,0.0,0.20520135490129188,0.08246811684697279
"Adam: Have you talked to May?
Karen: Yes, yesterday, why?
Adam: I just talked to her and I must admit I worry about her
Karen: Me too, I suggested she should see a specialist, but she wasn't very happy about it
Adam: No wonder...
Karen: I know, but I think this is serious. She's saying she's depressed, like everyone around, but in her case it may be true
Adam: She was telling me she doesn't feel like doing anything, she's bored all the time, she never feels happy. It sounds like a real, typical depression
Adam: She also told me that she has trouble sleeping. I asked her to go out for a beer or anything basically, but she doesn't want to leave the flat
Karen: Oh my, it sounds really serious. I don't what to tell you
Adam: I was wondering how I can help her
Karen: Honestly I don't know if we can help her, Adam. I suggested a specialist because these are very sensitive issues and I'm afraid we may unintentionally make it worse
Adam: Yes, but she doesn't want to see a specialist. Basically, she doesn't want to see anyone
Karen: Hm... I don't know... How about I call someone for advice? So we could know what to do
Adam: Sounds rational, do you know anyone you could call? Don't mention her name
Karen: Of course I won't! I have a friend who's a psychologist, we can trust her. I'll let you know
Adam: Thank you Karen!","Adam and Karen are worried about May. May is depressed and doesn't want to see a specialist. Karen will call her friend who's a psychologist to get some advice about it.    Karen won't mention the name of the psychologist, but she will let Adam know what to do.","Adam and Karen are worried about May. May is depressed and doesn't want to see a specialist. Karen is going to call a psychologist to get some advice. She won't mention the name of the psychologist's name though, so as not to make May's condition worse.","Adam and Karen are worried about May. May is depressed and she doesn't want to see a specialist. Karen will call her friend who is a psychologist to ask her for advice.   Karen won't mention the name of the psychologist she will call, but will let Adam know.","Adam and Karen worry about May's depression. Karen suggested she should see a specialist, but May doesn't want to see anyone. Karen will call her friend who's a psychologist to get some advice on what to do about it.    She won't mention her name. ",0.9301130175590515,0.9212682247161865,0.9380648732185364,0.9251553416252136,0.17303353843686656,0.10123734869668824,0.26377202222652646,0.14785237892015032
"Anne: You were right, he was lying to me :/
Irene: Oh no, what happened?
Jane: who? that Mark guy?
Anne: yeah, he told me he's 30, today I saw his passport - he's 40
Irene: You sure it's so important?
Anne: he lied to me Irene",Mark lied to Anne that he was 30. Today Anne saw his passport and it turned out that he's 40. Anne is angry with Mark because he lied to her about his age and his identity. Irene and Jane are also angry with him for lying. ,Mark lied to Anne that he was 30. Today Anne saw his passport and it turned out he is in fact 40. Anne is angry with Mark for lying to her. Irene and Jane are also angry at him for that. It's important for Anne because Mark lied. ,"Anne found out from Irene that Mark lied to her about his age and his passport that he's 40 instead of 30, as he told her before. Anne is very upset.       - Jane, Irene and Anne are shocked. ","Anne was lied to by Mark, who told her that he was 30. Today Anne saw his passport and she found out that he's 40 years old and he lied to her about his age. Irene and Jane are surprised by the fact.   ",0.9249978065490723,0.915460467338562,0.8893259167671204,0.9104316234588623,0.07906552205912001,0.058085488793933805,0.0,0.0657494730895539
"Augustine: Guys, remember it's Wharton's bday next week?
Darlene: yay, a party!
Heather: yay! crap we need to buy him a present
Walker: he mentioned paper shredder once
Augustine: wtf?!?
Walker: he did really. for no reason at all.
Heather: whatever that make him happy
Darlene: cool with me. we can shred some papers at the party 
Augustine: so much fun
Heather: srsly guys, you mean we should really get office equipment???
Darlene: Walk, ask him if he really wnts it and if he yes then we get it
Walker: i heard him say that. wasn;t drunk. me neither.
Darlene: but better ask him twice
Walker: will do
Augustine: 2moro ok?
Darlene: and sure ask ab the party!","It's Wharton's birthday next week. He mentioned paper shredder once. Darlene, Heather and Walker will buy it for him. They will ask him if he really wants it and if he says yes, they will get it. The birthday party is tomorrow.","It's Wharton's birthday next week. He mentioned a paper shredder once. Darlene, Walker and Heather will buy it for him. They will ask him about it tomorrow at the party and if he wants it, they will get it.  ","It's Wharton's birthday next week. He mentioned paper shredder once. Darlene, Heather and Walker will buy it for him. They will ask him if he really wants it and if he says yes, they will get it. The birthday party is tomorrow.","It's Wharton's birthday next week. Darlene, Heather and Walker are going to buy him a paper shredder as a birthday present. They will ask him if he wants it and if he says yes, they will get it. They'll do it tomorrow.",0.9253729581832886,0.9283797144889832,0.9253729581832886,0.9278315901756287,0.1363970304374275,0.0,0.1363970304374275,0.21090682439932437
"Ollie: Okay, Kelly! Ur up nxt!
Kelly: Me? I don't wanna.
Mickey: C'mon!
Jessica: Yeah! What's yours?
Kelly: Fine. It's a sculpture garden in Finnland.
Ollie: What's scary about sculptures? Wait! Do they resemble vampires and stuff?
Mickey: Nah, I'm sure they look rly nice.
Kelly: It's not the sculptures, it's the amount of them and their faces!
Jessica: Faces? What faces?
Kelly: Well, they resemble ppl in different activities like hugging, training, doing sport and so on. But the faces are just morbid and there's like a hundred of them. All staring at you!
Ollie: Another one?
Mickey: Certainly!
Jessica: Well, Ollie, ur turn!
Ollie: Nagoro village in Japan!
Mickey: Y?
Ollie: Well, maybe it's not scary, but it similar to Kelly's place. It's just creepy as hell.
Jessica: Bt y?
Ollie: Imagine a village with ppl living in it. And in the same village u have these human-sized figures. And there's more of them than the ppl that actually live there!
Kelly: Creepy AH!
Mickey: WTF?! Y would ppl even do that?
Jessica: Idk. Idc. Never. Going. There.
Ollie: See! Mine was the worst!
Jessica: Bt not the scariest!
Ollie: Point taken.
Mickey: Listen, guys, fun talking to u, bt gotta go. 
Kelly: Yeah, me too. Bye!
Jessica: Bye!
Ollie: Cu!","Ollie, Mickey and Jessica are talking about scary things. Kelly's place is a sculpture garden in Finnland, Ollie's Nagoro village in Japan, Mickey's is similar to Kelly's and Jessica's, but not the scariest. Mickey and Kelly are going to meet up soon.",Kelly's place is a sculpture garden in Finnland. Ollie's is in Nagoro village in Japan. Mickey and Jessica don't want to visit Kelly's because they think it's creepy and Mickey finds it similar to his place. Kelly finds the sculptures scary because of their morbid faces.,"Kelly's place is a sculpture garden in Finnland. Ollie's is a Nagoro village in Japan. Mickey and Jessica don't want to go there because it's creepy as hell. Mickey's place was the worst, but not the scariest.",Kelly's place is a sculpture garden in Finnland. Ollie's is a Nagoro village in Japan. Mickey's is similar to Kelly's place. Jessica doesn't want to go there. Mickey and Kelly are going to meet up with Jessica soon.,0.870829164981842,0.8988914489746094,0.8928788900375366,0.8775824904441833,0.11336958836647044,0.07906552205912001,0.08892786873926031,0.0797819988731775
"Myah: <file_photo>
Selah: I can't see the phone number very well. Rewrite it plz
Myah: <file_photo>
Selah: The phone of that person is off","Selah can't see the phone number of the person on the photo Myah sent her, so she needs to retype it. The person's phone is off, so Selah needs to send the photo again.   Â. Â ",Selah can't see the phone number of the person on the photo Myah sent her. The phone of that person is off. Selah suggests that she should retype the number.   - Mya's photo is not very clear. It's difficult to read the text.,Selah can't see the phone number of the person on the photo Myah sent her. The phone of that person is off. Selah suggests that Myah should change the photo.    She suggests to change the name of the phone. ,Selah can't see the phone number of the person on the photo Myah sent her. Selah advises Myah to retype it. The person's phone is off so Selah doesn't know the number very well.      ,0.8586877584457397,0.8618841171264648,0.8582366108894348,0.861901581287384,0.0,0.0,0.0,0.0
"Eric: Hey Bella, What happened today in boss's room?? Was he angry??
Bella: NO NO!!! He wasn't angry at all.. He actually appreciated on our brave deccision to dismiss the request of client..
Eric: REALLY!! He appreciated this decision..
Bella: Yeah he really did.. I too was astounded by his reaction...
Eric: What could possibly lead to this?? I mean , they were potential clients...
Bella: What he told me was that he was looking forward to bring in new clients which were our current client's competitor..
Eric: Oh that could possibly be the reason.Well anyways you got appreciation xD congo	
Bella: hahaha Blessing in disguise xD",Bella and Eric were surprised by their boss's reaction to their decision to dismiss the request of a potential client. He was looking forward to bring in new clients from their current client's competitor.    Eric got appreciation for the right to dismiss a client. ,Bella and Eric were surprised by their boss's appreciation of their decision to dismiss the request of a potential client. The boss was looking forward to bringing in new clients from their current client's competitor.  He didn't get angry at Bella or Eric for the dismissal of the client request.,"Eric and Bella's boss was not angry with them for dismissing the request of a potential client. He was looking forward to bring in new clients from their current client's competitor, which could be the reason why he was not mad at them at all today. ",Eric and Bella's boss was not angry when they dismissed the request of a potential client today. He was looking forward to bringing in new clients from their current client's competitor. Eric and Bella were surprised by the boss's appreciation for the decision they made today. ,0.9184184670448303,0.9187849760055542,0.9076712727546692,0.9203587174415588,0.0,0.0,0.0,0.0
"Ben: Where are you?
Emma: at the rare of the bus
Ben: why?
Emma: there are some free seats here
Emma: so I can have a nap even
Ben: good idea
Emma: when are we going to arrive to NY?
Ben: around 4.30 PM
Emma: if traffic is not crazy
Ben: right, we will see
Emma: could you come here and wake me up around 4.15?
Ben: sure
Emma: thanks!
Ben: sleep well
Emma: I'll try",Emma is at the rare of the bus. There are some free seats so she can have a nap. They are going to arrive to NY around 4.30 PM. Ben will come and wake Emma up at 4.15 PM.     ,"Emma is at the rare of the bus. There are some free seats so she can have a nap. They are going to arrive to NY around 4.30 PM. Ben will come and wake Emma up at 4:15 PM, if the traffic is not crazy.",Emma is at the rare of the bus. There are some free seats so she can have a nap. They are going to arrive to NY around 4.30 PM. Ben will come and wake Emma up at 4.15 PM.    ,Emma is at the rare of the bus. There are some free seats so she can have a nap. They are going to arrive to NY around 4.30 PM. Ben will come and wake Emma up at 4.15 PM.    Emma will try.,0.9185411334037781,0.9089141488075256,0.9185411334037781,0.9123443365097046,0.0,0.0,0.0,0.0
"Jesse: I have an idea that'll cheer u up!
Melvin: What is it?
Jesse: I was thinking about doing something 4 the less fortunate this year. 
Lee: Gr8 idea! Anything in mind?
Maxine: So no presents 4 me? :(
Jesse: U'll get ur presents, no worries ;)
Maxine: Phew! Was getting a bit worried for a moment ;)
Melvin: Bt what do u have in store?
Jesse: Well, have u heard about the Refuge?
Lee: No. What's that?
Melvin: That's the Christmas foundation to help women and children?
Maxine: I think I've heard of them. So what about them?
Jesse: That's right! They help women and children who escape from abuse. And every year they post wish lists of such ppl online and I thought that we could choose one and chip in. 
Melvin: That's a great idea!
Lee: Count me in!
Maxine: Me too.
Jesse: Have a look at these 3 lists: <file_other> <file_other> <file_other>
Lee: I think the second one would be the easiest to arrange.
Maxine: Agree.
Melvin: What about number 3? A bit ambitious, but if we pull together, we'll manage.
Jesse: Actually, I'm in for the 3rd one.
Maxine: I think the 2nd list would be better. The items cos more or less the same and we can easily divide it.
Melvin: But if we agree to chip in the same amount of money, we can deal with the 3rd one easily. 
Lee: Come to think of it, the 3rd one is not that bad. A bit of planning and logistics and were good to go. 
Jesse: So it's settled?
Melvin: Yup.
Lee: Sure. 
Maxine: Fine.","Jesse, Lee, Melvin and Maxine are going to help the Refuge, a charity that helps women and children who escape from abuse. They will choose a wish list and chip in for the charity. They decide to split the list into 3 parts and divide the money.","Jesse, Melvin, Lee and Maxine are going to raise money for the Refuge, a charity that helps women and children who escape from abuse. They will choose one charity and chip in for their wish list and divide the money between them.  They decide to do the 3rd list.","Jesse, Lee and Melvin are going to raise money for Refuge, a charity that helps women and children who escape from abuse. They will create 3 wish lists and chip in for each one. They'll divide the money between them to cover the costs of the first two lists.","Jesse, Lee and Melvin are going to raise money for Refuge, a charity that helps women and children who escape from abuse. They're going to choose a wish list and chip in for it. They'll divide the list into 3 parts and divide the money between them.",0.9237748980522156,0.9157895445823669,0.9123579263687134,0.9146232008934021,0.25976620289907654,0.32177541985105507,0.22496413075522312,0.22744558280062077
"Mary: hey, im kinda broke, lend me a few box
Carter: okay, give me an hour, im at the train station
Mary: cool, thanks","Carter will lend Mary a few box in an hour at the train station. She is broke.       - Mary is going to borrow a box from Carter.  - Carter will lend a box to Mary in one hour, as he is at the station. ","Carter will lend Mary a few box in an hour at the train station. Mary is broke.   ""I'm going to borrow a box from Carter. He'll lend it to her in one hour. ""  Mary is happy to accept the offer. Carter will be waiting for her.",Carter will lend Mary a few box in an hour at the train station. Mary is broke and needs the money. Carter will lend her a few boxes.    - Mary will pick them up in one hour. - Carter is at the station. ,Carter will lend Mary a few box in an hour at the train station. She's broke.    - Carter will lend her a few boxes. Mary is very grateful for the offer. She is going to borrow them from Carter.  - Mary is in need of money. ,0.8812527060508728,0.880260169506073,0.8835772275924683,0.8865600228309631,0.0,0.0,0.0,0.0
"Charlotte: Hello Paula, a funny question: how do you pronounce 'Natal lily', the name of the plant? It refers to the region of ZA and not to the word 'natal' as in 'his natal day', right?
Paula: Hi Charlotte, 'nu tell', 'nu' as in 'number'.
Charlotte: And the stress on the second syllable? Or the first?
Paula: 2nd
Charlotte: Thank you dear.
Paula: <file_other>
Charlotte: Lovely to hear your voice!!
Paula: :$
Paula: <file_other>
Charlotte: :X","Charlotte asks Paula how to pronounce the name of the plant, Natal Lily. Paula tells Charlotte that the stress on the second syllable of the name is 2nd. Charlotte is happy to hear Paula's voice and sends her a file with the information.","Charlotte asks Paula how to pronounce the name of the plant, Natal Lily. Paula tells Charlotte that the stress on the second syllable is higher than the first. Charlotte is happy to hear Paula's voice. Paula sends Charlotte a file with the information.","Charlotte asks Paula how to pronounce the name of the plant, Natal Lily. Paula tells Charlotte that the stress is on the second syllable instead of the first. Paula sends Charlotte a file with her pronunciation of the name. Charlotte finds it very funny.",Charlotte asks Paula how to pronounce the name of the plant Natal Lily. Paula tells Charlotte that the stress on the second syllable of the name is 2nd and not on the first syllable. Charlotte is happy to hear Paula's voice and sends Paula a file with the information.,0.8854362368583679,0.8831067681312561,0.8835554122924805,0.8810591697692871,0.0,0.0,0.0,0.0
"Jack: Cocktails later?
May: YES!!!
May: You read my mind...
Jack: Possibly a little tightly strung today?
May: Sigh... without question.
Jack: Thought so.
May: A little drink will help!
Jack: Maybe two!",May and Jack are going to have drinks later. May is a little stressed today. Jack thinks a drink will help her relax. May and Jack will have one or two drinks. May will join them later.   .     Â,"May and Jack are going to have drinks later. May is feeling tight today. Jack thinks a drink will help her relax. They will have one or two drinks.    .  ""Cocktails"" will be served at Jack's place, maybe two at a time.","May and Jack will have a drink later. May is feeling a little stressed today, but Jack will try to cheer her up with a drink or two. May will join them for drinks.   Â. Â   yesto May. ","May and Jack will have drinks later.    May is feeling tight today, but Jack thinks a drink will help her relax. They will have one or two drinks. May wants to go out with Jack later. May and Jack are going to meet later.",0.8834079504013062,0.9003684520721436,0.8797489404678345,0.8908010721206665,0.0,0.0,0.0,0.0
"Margaret: Honey, buy me some painkiller.
Jack: What is going on?
Margaret: Terrible headache!
Jack: Maybe you should rest!","Margaret has a terrible headache. Jack will buy her some painkillers to ease the pain. He suggests that she should rest instead.    - Jack.  - Margaret. - Margaret has a headache. - Jack, Margaret has painkiller. -  ","Margaret has a terrible headache. Jack will buy her some painkillers.  He suggests that she should rest instead of taking medication, but Margaret doesn't want to do that at the moment, because she feels dizzy and nauseous, so he won't do it.",Margaret has a terrible headache. Jack will buy her some painkillers.   Â. Â  ily   y  hysterical.  yer  yer hypertroze. Yer  hysterical ,"Margaret has a terrible headache. Jack will buy her some painkillers.       ""Maybe she should rest""   for a while. ""I'll buy her a painkiller"".  ""No, no, no.""  ""I won't.""",0.9032025933265686,0.9080314636230469,0.8700934648513794,0.889888346195221,0.0824186035805035,0.10538486915909825,0.1912481314888403,0.11017212838991651
"Andrei: hey, did you pick up the film equipment for tonite's shooting?
Serge: no, im on my way there now.
Andrei: cool. do you happen to have your credit card with you? we have an outstanding bill to pay with the company.
Serge: yeah, i do. not a lot of available credit on it, but we'll see when we get there.
Andrei: OK, thanks. theyll be glad when we pay it. its long overdue.
Serge: ill let you know if it works out. getting of the metro now
Andrei: ok",Serge is on his way to pick up the film equipment for tonight's shooting. He has an outstanding bill to pay with the company. He will let Andrei know if it works out when he gets to the company's. Serge is getting of the metro now.,"Serge is on his way to pick up the film equipment for tonight's shooting. He and Andrei have an outstanding bill to pay with the company. Serge has his credit card with him, but there's not a lot of available credit on it. They'll pay it when they get there.",Serge is on his way to pick up the film equipment for tonight's shooting. He will pay the outstanding bill with his credit card as he doesn't have a lot of available credit on it. He'll let Andrei know if it works out. ,Serge is on his way to pick up the film equipment for tonight's shooting. He will pay the outstanding bill with his credit card as he doesn't have a lot of available credit on it. Serge will let Andrei know if it works out. ,0.9203359484672546,0.9336601495742798,0.9218433499336243,0.925260066986084,0.2965879078152069,0.28641091666588275,0.2909888890690551,0.2928851945369411
"Janice: my son has been asking me to get him a hamster for his birthday
Janice: should i?
Martina: NO! NO! NO! NO! NO!
Martina: i got one for my son and it stank up the whole house
Martina: so don't do it!!!",Janice's son wants her to get him a hamster for his birthday. Martina advises her not to do it as she got one for her son and it stank up the whole house and she doesn't want to buy it for Janice. ,Janice's son wants her to get him a hamster for his birthday. Martina advises her not to do it as she got one for her son and it stank up the whole house so she doesn't want to buy it for Janice.  ,"Janice's son wants her to get him a hamster for his birthday. Martina advises her not to do it as she got one for her son and it stank up the house, so she advises Janice not to buy one for him. ",Janice's son wants her to get him a hamster for his birthday. Martina advises her not to do it as she got one for her son and it stank up the whole house and she doesn't want to buy it for Janice. ,0.8797664046287537,0.8795989751815796,0.8821925520896912,0.8797664046287537,0.0,0.0,0.0,0.0
"Daniel: have you guys played DA?
Mary: which one?
Daniel: Inquisition
Mary: damn yes
Mary: love it to bits - team Dorian <3
Lucas: is it any good? I played just DA II
Mary: is it any good?! it's fucking brilliant!!!
Mary: Dan, are you playing?
Daniel: just started and I'm not sure, trying to get used to the mechanics
Mary: you have to give it a go, I was sceptical at first, but... omg, wait for Dorian
Lucas: Is it better than 2?
Mary: oh yes","Mary and Lucas have both played DA Inquisition. Mary loves it to bits. Daniel has just started and he's trying to get used to the mechanics. Mary was sceptical at first, but she's now convinced it's better than DA 2 and she's on team Dorian.","Mary and Lucas love DA II. Daniel has just started and he's trying to get used to the mechanics. Mary was sceptical at first, but she's now convinced it's better than DA 2 and she loves Dorian more than Daniel, Lucas and Dan. ","Mary and Lucas have played DA II and love it. Daniel has just started and he's trying to get used to the mechanics. Mary was sceptical at first, but she's now convinced that DA II is better than DA 2 and she supports Dorian.","Mary and Lucas have both played DA I and II. Mary loves DA II. Daniel hasn't tried it yet, he's still trying to get used to the mechanics. Mary was sceptical at first, but she's now convinced it's better than DA 2.",0.8910536170005798,0.8832632303237915,0.9000340104103088,0.8960375189781189,0.06455672843053721,0.06131385517106298,0.0,0.06588602517100768
"Judy: Why am I always attracted to jerks??
Janice: It didn’t work out with Andrew?
Judy: He just wanted to fuck me
Judy: When he got what he wanted he stopped calling and texting.
Janice: And Bruce? He’s not a jerk.
Judy: He’s sweet. Maybe too sweet for me…
Judy: He’s a lovely and caring guy but I don’t feel the butterflies… ","Judy is attracted to jerks. It didn't work out with Andrew, because he wanted to have sex with her. Bruce is sweet, but Judy doesn't feel the butterflies about him, because of his caring nature.    Janice thinks Bruce is not a jerk. ","Judy is attracted to jerks. It didn't work out with Andrew, because he wanted to have sex with her. Bruce is sweet, but Judy doesn't feel the butterflies about him. Janice and Judy agree that he's not a jerk.  ","Judy is attracted to jerks. It didn't work out with Andrew, because he wanted to have sex with her. Bruce is sweet, but Judy doesn't feel the butterflies about him, because of his caring nature.    He's not a jerk. ","Judy is attracted to jerks. It didn't work out with Andrew, because he wanted to have sex with her. Bruce is sweet, but Judy doesn't feel the same way about him. Janice thinks that Bruce is not a jerk.  ",0.8776034116744995,0.879973828792572,0.8788177967071533,0.8838282227516174,0.0,0.0,0.0,0.0
"Riley: Chloe is on tv!!
James: on which channel?
James: never mind i've found it
James: what is she doing? i don't get it
Riley: this is a programme in which women undergo a complete metamorphosis.
Riley: OMG she looks drop dead gorgeous!",Chloe is on TV. Riley thinks she looks drop dead gorgeous. James doesn't understand what Chloe is doing on the TV show.   He has found it.  It's a programme in which women undergo a complete metamorphosis and Chloe is one of them.,Chloe is on TV. Riley thinks she's drop-dead gorgeous. James doesn't understand what Chloe is doing on the TV show. He'll watch it later.  He's already found the channel where it's on. It's a programme in which women undergo a complete metamorphosis.,"Chloe is on TV. Riley thinks she looks drop dead gorgeous. James doesn't understand what Chloe is doing on the TV show.   He hasn't found it yet, but he's found it. It's a programme in which women undergo a complete metamorphosis.","Chloe is on TV. Riley thinks she looks gorgeous. James doesn't understand what Chloe is doing on the TV show.   .   James has found it and finds it on the channel he was looking for, but he doesn't get it. ",0.877409040927887,0.8780310153961182,0.8761841058731079,0.856574535369873,0.0,0.0,0.0,0.0
"Tina: I'll tell you something, this Emirate staff looks amazing, as movie stars
Ala: Oh yes, I know, that's for purpose 
Ala: It's how it's suppose to be
Ala: They pay a lot of attention to the image
Tina: Looks nice, pleasure to observe
Tina: And I sucked at the airport, they've kept us one hour in the plane and finally I'll catch the evening flight back home
Tina: Could You imagine?
Tina: And you know, this way we had such a talkative pilot :-)
Ala: Oh, poor you
Ala: Pfff
Ala: And I'm on my way to a meeting
Tina: THE meeting?
Ala: Yes, keep your finger crossed
Tina: Sure, let me know how did it go
Ala: Ok darling, in touch",Ala is on her way to a meeting in the Emirate. She will let Tina know how the meeting went. Tina is at the airport waiting for her flight back home. The Emirate staff looks amazing. Tina will let Ala know how it went. ,"Ala is on her way to a meeting. She will let Tina know how the meeting went. Tina will catch the evening flight back home. The Emirate staff looks amazing, as movie stars. They have kept Tina and the other passengers for one hour in the plane at the airport.",Tina is impressed with the Emirate staff. She didn't like the airport experience as they kept her one hour in the plane. She will catch the evening flight back home. Ala is on her way to a meeting. Tina will let her know how the meeting went.,Ala is on her way to a meeting in the Emirate. She will let Tina know how the meeting went. Tina was delayed at the airport for an hour. She is going to catch the evening flight back home. She had a talkative pilot. ,0.91997230052948,0.9204657673835754,0.9292672872543335,0.9295955300331116,0.3381677279168117,0.3525235703379932,0.3310909187862529,0.34632219936619096
"Sebastian: It's been already a year since we moved here.
Sebastian: This is totally the best time of my life.
Kevin: Really? 
Sebastian: Yeah! Totally maaan.
Sebastian: During this 1 year I learned more than ever. 
Sebastian: I learned how to be resourceful, I'm learning responsibility, and I literally have the power to make my dreams come true.
Kevin: It's great to hear that.
Kevin: It's great that you are satisfied with your decisions.
Kevin: And above all it's great to see that you have someone you love by your side :)
Sebastian: Exactly!
Sebastian: That's another part of my life that is going great.
Kevin: I wish I had such a person by my side.
Sebastian: Don't worry about it.
Sebastian: I have a feeling this day will come shortly.
Kevin: Haha. I don' think so, but thanks.
Sebastian: This one year proved to me that when you want something really badly, you can achieve it.
Kevin: I want to win lottery and I never did :D
Sebastian: If you devoted your life to analyze all of the winning numbers, and with your math skills you could win.
Kevin: Devote myself and million dollars for lottery tickets.
Sebastian: Something like that xD
Kevin: I'm happy for you man.
Kevin: I really am
Sebastian: Thanks. It means a lot my friend :)","Sebastian and his girlfriend moved here a year ago. Sebastian is satisfied with his decisions and his life. Kevin wishes he had such a person by his side as Sebastian. Kevin wants to win the lottery one day, but he has never managed to do it.","It's been a year since Sebastian and his girlfriend moved here. Sebastian is satisfied with his decisions. Kevin wishes he had such a person by his side as Sebastian, but he doesn't think he will ever be that person. He wants to win the lottery one day. ",Sebastian and his girlfriend moved here a year ago. Sebastian is satisfied with his decisions and his life. Kevin wishes he had such a person by his side. Kevin wants to win the lottery one day. Sebastian reckons he could win a million dollars.,Sebastian and his girlfriend moved here a year ago. Sebastian learned a lot during that year. Kevin wishes he had such a person by his side as Sebastian. Kevin never wanted to win the lottery but Sebastian convinced him that he could do it. ,0.8855915665626526,0.8738613128662109,0.8901768326759338,0.8718001842498779,0.0,0.0,0.0,0.0
